PERIOD_START_TIME,NE,CELLS,CELL_AVAIL,LCELLUNAVAILDURSYS,CELL_AVAIL_SYS_exc,CELL_AVAIL_MAN,ERAB_EST_SR_ADDED,ERAB_EST_SUC_INITIAL,RRC_SSR_SIGNALING,RB_UTILIZATION_UL,RB_UTILIZATION_DL,LRRCCONNREQATT,LRRCCONNREQSUCC,LRRCSETUPFAILRESFAIL,LRRCSETUPFAILNOREPLY,LRRCREESTATT,LRRCREESTRECONFFAILATT,LRRCREESTHOFAILATT,LRRCREESTSUCC,LRRCREESTRECONFFAILSUCC,LRRCREESTHOFAILSUCC,LRRCREESTFAILRESFAIL,LRRCREESTFAILNOREPLY,LRRCREESTFAILREJ,LRRCREESTFAILNOCNTX,NOERABESTABATTINIT,NOERABESTABSUCCINIT,NOERABESTABATTADDED,NOERABESTABSUCCADDED,LERABINITATTEST,LERABINITSUCCEST,LS1SIGCONNESTATT,LS1SIGCONNESTSUCC,LERABATTEST,LERABSUCCEST,LERABFAILESTNOREPLY,LERABFAILESTMME,LERABFAILESTTNL,LERABFAILESTRNL,LERABFAILESTNORADIORES,LERABFAILESTSECURMODEFAIL,ERAB_DROP_RATE,UE_CONTEXT_DROP_RATE,LERABABNORMREL,LERABABNORMRELENBTOT,LERABNORMREL,LERABABNORMRELRADIO,LERABABNORMRELTNL,LERABABNORMRELCONG,LERABABNORMRELHOFAILURE,LERABABNORMRELMME,LERABATTMODIFY,LERABSUCCMODIFY,LUECNTXABNORMREL,LUECNTXNORMREL,LATENCY_DL_SCHEDULING,THRPUT_UE_DL,THRPUT_UE_UL,PKT_LOSS_RATE_UL,THRPUT_CELL_DL,THRPUT_CELL_UL,RRC_REEST_SR,S1_SIG_EST_SR,AVG_RRC_CONN_SETUP_TIME,MAX_RRC_CONN_SETUP_TIME,AVG_ERAB_EST_TIME,MAX_ERAB_EST_TIME,AVG_ERAB_INITIAL_EST_TIME,MAX_ERAB_INITIAL_EST_TIME,LSECURMODES1RX,LSECURMODECMD,LSECURMODECMP,LSECURMODEFAIL,LTRAFFICDLSCHQPSKTB,LTRAFFICDLSCH16QAMTB,LTRAFFICDLSCH64QAMTB,LTRAFFICDLSCHQPSKTBRETRANS,LTRAFFICDLSCH16QAMTBRETRANS,LTRAFFICDLSCH64QAMTBRETRANS,LTRAFFICULSCHQPSKTB,LTRAFFICULSCH16QAMTB,LTRAFFICULSCH64QAMTB,LTRAFFICULSCHQPSKTBRETRANS,LTRAFFICULSCH16QAMTBRETRANS,LTRAFFICULSCH64QAMTBRETRANS,LTRAFFICDLSCHQPSKERRTBIBLER,LTRAFFICDLSCH16QAMERRTBIBLER,LTRAFFICDLSCH64QAMERRTBIBLER,LTRAFFICDLSCHQPSKERRTBRBLER,LTRAFFICDLSCH16QAMERRTBRBLER,LTRAFFICDLSCH64QAMERRTBRBLER,LCHMEASCQIDL0,LCHMEASCQIDL1,LCHMEASCQIDL2,LCHMEASCQIDL3,LCHMEASCQIDL4,LCHMEASCQIDL5,LCHMEASCQIDL6,LCHMEASCQIDL7,LCHMEASCQIDL8,LCHMEASCQIDL9,LCHMEASCQIDL10,LCHMEASCQIDL11,LCHMEASCQIDL12,LCHMEASCQIDL13,LCHMEASCQIDL14,LCHMEASCQIDL15,PDCP_DATA_VOL_DL,PDCP_DATA_VOL_UL,AVG_USED_PRB_DL,AVG_USED_PRB_UL,AVG_USED_PRB_PUCCH,AVG_DRB,MAX_ACTIVE_UE,AVG_ACTIVE_UE,MAX_ACTIVE_UE_DL,MAX_ACTIVE_UE_UL,AVG_ACTIVE_UE_DL,AVG_ACTIVE_UE_UL,MAX_RRC_CONNECTED_UE,AVG_RRC_CONNECTED_UE,MAX_DL_TX_PWR,AVG_DL_TX_PWR,MAX_UL_INTERFERENCE,AVG_UL_INTERFERENCE,LTHRPBITSDL,LTHRPBITSUL,LPAGINGS1RX,LPAGINGUUATT,LPAGINGUUSUCC,LPAGINGDISNUM,LPAGINGUUSIUPDATE,PAGING_DELETION_RATE,HO_SUC_RATE_INTRAF_O,LHHOINTRAENBINTRAFRQPREPATTOUT,LHHOINTRAENBINTRAFRQEXECATTOUT,LHHOINTRAENBINTRAFRQEXECSUCOUT,LHHOINTERENBINTRAFRQPREPATTOUT,LHHOINTERENBINTRAFRQEXECATTOUT,LHHOINTERENBINTRAFRQEXECSUCOUT,LHHOX2INTRAFREQPREPATTOUT,LHHOX2INTRAFREQEXECATTOUT,LHHOX2INTRAFREQEXECSUCCOUT,LHHOPREPFAILOUTMME,LHHOPREPFAILOUTNOREPLY,LHHOPREPFAILOUTPREPFAILURE,LHHOPREPFAILOUTHOCANCEL,LCSFBPREPATT,LCSFBE2W,LCSFBE2G,LCSFBPREPSUCC,LRRCREDIRECTIONE2W,LRRCREDIRECTIONE2G,HO_SUC_RATE,LHHONCELLPREPATTOUT,LHHONCELLEXECATTOUT,LHHONCELLEXECSUCCOUT,LHHONCELLPINGPONGHO,LRRCCONNREQMSG,LERABLEFT,LCELLAVAILDUR,LRRCRELDEDICATEDPRIWCDMAHIGH,LTHRPBITSULMAX,LERABFAILMODIFYNORADIORES,LTRAFFICACTIVEUSERDLAVG,LTRAFFICACTIVEUSERDLMAX,LTRAFFICACTIVEUSERULAVG,LTRAFFICACTIVEUSERULMAX,LTRAFFICACTIVEUSERAVG,LTRAFFICACTIVEUSERMAX,LIRATHOE2WPREPATTOUT,LIRATHOE2WEXECATTOUT,LIRATHOE2WEXECSUCCOUT,LIRATHOE2GPREPATTOUT,LIRATHOE2GEXECATTOUT,LIRATHOE2GEXECSUCCOUT,LIRATHOBLINDHOE2WEXECATTOUT,LIRATHOBLINDHOE2WEXECSUCCOUT,LIRATHOBLINDHOE2GEXECATTOUT,LIRATHOBLINDHOE2GEXECSUCCOUT,LCSFBPREPATTIDLE,LCSFBPREPSUCCIDLE,LCSFBE2WIDLE,LIRATHOE2WNONRT,LCSFBPREPATTEMERGENCY,LCSFBPREPSUCCEMERGENCY,LIRATHOE2WMMEABNORMRSP,LIRATHOE2WCSFBMMEABNORMRSP,LIRATHOW2EPREPATTIN,LIRATHOW2EPREPINSUCC,LIRATHOW2EEXECSUCCIN,LRRCREDIRECTIONINTRALTE,LINTERFREQHONONRT,LHHOINTERFREQLOADPREPATTOUT,LHHOFAILOUTHOCANCEL,LHHOX2INTERFREQPREPATTOUT,LHHOX2INTERFREQEXECATTOUT,LHHOX2INTERFREQEXECSUCCOUT,LHHOX2FAILOUTHOCANCEL,LHHOX2INTRAFREQSUCCREEST2SRC,LHHOX2INTERFREQSUCCREEST2SRC,PAYLOAD_PER_CELL,LRRCSETUPFAILRESFAILPUCCH,LRRCSETUPFAILREJFLOWCTRL,LUECNTXATTEST,LUECNTXSUCCEST,LUECNTXFAILESTRNL,LRRCSETUPFAILREJ,LRRCREDIRECTIONE2WCSFB,LRRCREDIRECTIONE2GCSFB,LERABRELENODEB,LERABRELMME,LERABRELS1RESETENODEB,LERABRELS1RESETMME,LERABRELEASEUNSYN,LUECNTXRELENODEB,LUECNTXRELENODEBRNL,LUECNTXRELENODEBUSERINACT,LUECNTXRELENODEBUELOST,LUECNTXRELENODEBHOFAILURE,LUECNTXRELMME,LTHRPBITSDLLASTTTI,LTHRPBITSUEULLASTTTI,LPAGINGDISPCHCONG,ERAB_EST_SR_INITIAL_HI,DRX_SLEEP_TIME_PERCENTAGE,AVG_USED_PRB_PUSCH,AVAILABLE_PRB_DL,AVAILABLE_PRB_UL,CELL_AVAIL_exc,CELL_AVAIL_SYS,LThrpTimeCellDLHighPrecision,LThrpTimeCellULHighPrecision,LChMeasCCEDLUsed,LChMeasCCEAvail,LChMeasPDCCHAggLvl1Num,LChMeasPDCCHAggLvl2Num,LChMeasPDCCHAggLvl4Num,LChMeasPDCCHAggLvl8Num,LChMeasPDCCHSymNum1,LChMeasPDCCHSymNum2,LChMeasPDCCHSymNum3,LRATAUEIndex0,LRATAUEIndex1,LRATAUEIndex2,LRATAUEIndex3,LRATAUEIndex4,LRATAUEIndex5,LRATAUEIndex6,LRATAUEIndex7,LRATAUEIndex8,LRATAUEIndex9,LRATAUEIndex10,LRATAUEIndex11,LThrpTimeDL,LThrpTimeUL,LChMeasPRBDLUsedAvg,LChMeasPRBDLAvail,LChMeasPRBULUsedAvg,LChMeasPRBULAvail,L_ChMeas_PRB_DL_PCell_Used,L_ChMeas_PRB_DL_SCell_Used,L_Traffic_User_PCell_DL_Avg,L_Traffic_User_SCell_DL_Avg,L_ERAB_AbnormRel_CAuser,L_ERAB_NormRel_CAUser,L_Traffic_User_PCell_DL_Max,L_Traffic_User_SCell_DL_Max,L_HHO_PrepAttOut_CAUser_PCC,L_HHO_ExecAttOut_CAUser_PCC,L_HHO_ExecSuccOut_CAUser_PCC,L_CA_DLSCell_Act_Att,L_CA_DLSCell_Act_Succ,L_CA_DLSCell_Deact_Att,L_CA_DLSCell_Deact_Succ,L_CA_DL_PCell_Act_Dur,L_CA_DL_SCell_Act_Dur,L_CA_DLSCell_Add_Att,L_CA_DLSCell_Add_Succ,L_CA_DLSCell_Rmv_Att,L_CA_DLSCell_Rmv_Succ,LHHONCellHoTooearly,LHHONCellHoToolate,LHHONCellHoToWrgCell,LHHONCellMMEAbnormRsp,LHHONCellPingPongHoConsec,LHHONcellPrepFailOutNoRep,LHHONcellPrepFailOutPrepFail,LHHONCellPrepAttOutCovg,LHHONCellPrepAttOutLoad,LHHONCellA2MeasHOTooLate,LHHONCellHoToWrgCellHoSucc,LHHONCellUeMroCio,LChMeasPRBDLPCellUsedAvg,LChMeasPRBDLSCellUsedAvg,LTrafficUserPCellDLAvg,LTrafficUserSCellDLAvg,LERABAbnormRelCAuser,LERABNormRelCAUser,LTrafficUserPCellDLMax,LTrafficUserSCellDLMax,LHHOPrepAttOutCAUserPCC,LHHOExecAttOutCAUserPCC,LHHOExecSuccOutCAUserPCC,LCADLSCellActAtt,LCADLSCellActSucc,LCADLSCellDeactAtt,LCADLSCellDeactSucc,LCADLPCellActDur,LCADLSCellActDur,LCADLSCellAddAtt,LCADLSCellAddSucc,LCADLSCellRmvAtt,LCADLSCellRmvSucc,L_Thrp_bits_DL_CAUser,L_Thrp_Time_DL_CAUser,inter_Freq_HO_SR,Average_number_used_ul_PRBs,Average_number_used_PDSCH_PRBs,Number_available_ul_PRBs,Number_available_dl_PRBs,Number_PDCCH_CCEs_used,Number_of_PDCCH_CCEs_used_UL,Number_of_PDCCH_CCEs_used_DL,User_number_BasedInterFHo_Prep,User_number_BasedInterFHo_Exec,SucsUsernumBasInterFHoExec,UL_Sync_users,Interfreq_High_Load_Denom,Interfreq_High_Load_Num,Enode_B_triggered_Load_HO,Enode_B_trig_Load_HO_meas_suc,Inter_duplex_out_HO,Inter_duplex_out_HO_Exe_attem,Inter_duplex_out_HO_Exe_succe,RRC_load_Dedicated,Traffic_PktInterval_NumIndx0,Traffic_PktInterval_NumIndx1,Traffic_PktInterval_NumIndx2,Traffic_PktInterval_NumIndx3,Traffic_PktInterval_NumIndx4,Traffic_PktInterval_NumIndx5,Traffic_PktInterval_NumIndx6,Traffic_PktInterval_NumIndx7,Traffic_PktInterval_NumIndx8,L_User_UL_Unsync_Dur_Index0,L_User_UL_Unsync_Dur_Index1,L_User_UL_Unsync_Dur_Index2,L_User_UL_Unsync_Dur_Index3,L_User_UL_Unsync_Dur_Index4,L_User_UL_Unsync_Dur_Index5,L_User_UL_Unsync_Dur_Index6,L_User_UL_Unsync_Dur_Index7,L_User_UL_Unsync_Dur_Index8,PRACH_SR,LThrpTimeDLRmvLastTTI,LHHOInterFreqCovPrepAttOut,LHHOInterFreqCovExecAttOut,LHHOInterFreqCovExecSuccOut,LHHOInterFreqFrqPriPrepAttOut,LHHOInterFreqFrqPriExecAttOut,LHHOInterFreqFrqPriExecSuccOut,LHHOX2ExecFailOutMMERel,LResOptCCELimitPRBDL,LERABNumSyn2Unsyn,LCDRXENTERNUM,LCDRXEXITNUM,LCDRXACTIVETTINUM,LCDRXSLEEPTTINUM,LTrafficUserCdrxAvg,HO_IF_Out,LATENCY_DL_SCHEDULING_E2E,Paging_Resource_Utility_Ratio,CLMIMORANK1,CLMIMORANK2,OLMIMORANK1,OLMIMORANK2,L_RA_GrpA_Resp,L_RA_GrpA_Att,L_RA_GrpB_Resp,L_RA_GrpB_Att,L_RA_Dedicate_Resp,L_RA_Dedicate_Att,L_RA_Dedicate_HO_Resp,L_RA_Dedicate_HO_Att,Aperiodic_Dual_Code0_CQI0,Aperiodic_dual_Code0_CQI1,Aperiodic_dual_Code0_CQI2,Aperiodic_dual_Code0_CQI3,Aperiodic_dual_Code0_CQI4,Aperiodic_dual_Code0_CQI5,Aperiodic_dual_Code0_CQI6,Aperiodic_dual_Code0_CQI7,Aperiodic_dual_Code0_CQI8,Aperiodic_dual_Code0_CQI9,Aperiodic_dual_Code0_CQI10,Aperiodic_dual_Code0_CQI11,Aperiodic_dual_Code0_CQI12,Aperiodic_dual_Code0_CQI13,Aperiodic_dual_Code0_CQI14,Aperiodic_dual_Code0_CQI15,UL_RSSI_Avg_Ant0,UL_RSSI_Avg_Ant1,UL_RSSI_Avg_Ant2,UL_RSSI_Avg_Ant3,PRACH_MSG1_CP,PRACH_MSG1_NCP,PRACH_MSG2_CR,PRACH_MSG2_NCR,PRACH_MSG4_CR,PRACH_MSG4_NCR,Prach_MSG2_MSG1_SR_Cont,Prach_MSG2_MSG1_SR_NonCont,PRACH_MSG2_MSG1_SR_overall,PRACH_MSG4_MSG2_SR_Cont,PRACH_MSG4_MSG2_SR_NonCont,PRACH_MSG4_MSG2_SR_overall,CSFB_MME_Preparation_Succ_Rate,GrpBpreamble_Disc_CellRadius,GrpApreamble_Disc_CellRadius,E_RAB_Estab_Succ_Rate_VoLTE,Call_Drop_Rate_VOLTE,L2W_SRVCC_Prepare_SR,L2W_HO_SRVCC_Success_Rate,VoLTE_E_RAB_SR,VoLTE_QCI5_E_RAB_Est_SR,VoLTE_QCI1_E_RAB_Est_SR,VOLTE_CDR,QCI5_Call_Drop_Rate_VOLTE,QCI1_Call_Drop_Rate_VOLTE,SRVCC_SR_All,Preparation_L2W_SRVCC_SR,Preparation_L2G_SRVCC_SR,Execution_L2G_HO_SRVCC_SR,Execution_L2W_HO_SRVCC_SR,THRPUT_UE_DL_CA,THRPUT_UE_DL_3CA,L_HHO_IntraeNB_PrepAttIn,L_HHO_IntraeNB_ExecAttIn,L_HHO_IntraeNB_ExecSuccIn,L_HHO_IntereNB_PrepAttIn,L_HHO_IntereNB_ExecAttIn,L_HHO_IntereNB_ExecSuccIn,LCSFBPREPFAILCONFLICT,LThrpTimeUEULRmvLastTTI,SRVCC_Prep_Succ_Rate_L2G,SRVCC_Exec_Succ_Rate_L2W,SRVCC_Exec_Succ_Rate_L2G,SRVCC_Succ_Rate_All,Inter_Freq_HO_Att_Out,HOSR_Inter_Freq_Out,ERAB_Setup_Succ_Rate_QCI5,ERAB_Setup_Succ_Rate_QCI1,Inter_Freq_HO_Att_Out_VoLTE,HOSR_Intra_Freq_Out_VoLTE,HOSR_Inter_Freq_Out_VoLTE,HOSR_Out_VoLTE,SRVCC_Prep_Succ_Rate_L2W,ERAB_Drop_Rate_VoLTE_QCI1,ERAB_Drop_Rate_VoLTE_QCI5,ERAB_Drop_Rate_VoLTE_ALL,Erlang_VoLTE,Users_VoLTE_Avg,Users_VoLTE_Max,PRB_Used_DL_VoLTE_Avg,PRB_Used_UL_VoLTE_Avg,VoLTE_DL_AMR_WB_Total_Samples,VoLTE_UL_AMR_WB_Total_Samples,VoLTE_DL_AMR_NB_Total_Samples,VoLTE_UL_AMR_NB_Total_Samples,NB_UInterference_15000Hz_Max,NB_UInterference_15000Hz_Avg,NB_Traffic_User_Avg,NB_Traffic_User_Max,NB_CelUnavaiDur_Sys,NB_CelUnavaiDur_Manual,E_RAB_FailEst_Conflict_Hofail,IRAT HO (LTE to 3G)-PS,ReTransmission_Ratio_UL,Code_Utilization_max,No_of_user_max,PDCCH_DTXNum_AggLvl8,InterFreq_Mbfcs_PrepAttOut,InterFreq_Mbfcs_ExecAttOut,InterFreq_Mbfcs_ExecSuccOut,HOURS,CNT,User_THPT_Satisfaction_Ratio,LRRCConnReqMsgdiscFlowCtrl,L.ChMeas.PDCCH.SymNum.4,L.ChMeas.CCE.UL.AllocFail,L.ChMeas.CCE.DL.AllocFail,LChMeasPDCCHDLDTXNumAggLvl1,LChMeasPDCCHDLDTXNumAggLvl2,LChMeasPDCCHDLDTXNumAggLvl4,LE_RABAbnormRelRadioSRBReset,LE_RABAbnormRelRadioDRBReset,L.ChMeas.CCE.DLUsed.MCE,L.ChMeas.PRB.DL.SrbUsed.Avg,RRC_EST_SR,PKT_ERR_LOSS_RATE_DL,PS_IRAT_REDIRECT_RATE,CSFB_REDIRECT_RATE,ERAB_EST_SR_INITIAL,HO_SUC_RATE_INTRAF_O_HI,LIRATHOSRVCCE2WPrepAttOut,LIRATHOSRVCCE2WExecAttOut,LIRATHOSRVCCE2WExecSuccOut,LIRATHOSRVCCE2GPrepAttOut,LIRATHOSRVCCE2GExecAttOut,LIRATHOSRVCCE2GExecSuccOut,LIRATHOSRVCCE2GMMEAbnormRsp,LIRATHOSRVCCE2WMMEAbnormRsp,DL_Throughput_Scheduled_TTI,RRC_Setup_Succ_Rate_All,ERAB_Setup_Succ_Rate_All,RACH_Setup_Completion_Rate,CQI_Wideband_Average,RACH_Succ_Rate_Msg_3_To_Msg_1,Average_Users_Distance_km,Users_Cell_Edge_Avg,Throughput_UE_Edge_DL_kbps,Throughput_UE_Edge_UL_kbps,Interference_UL_Avg,Interference_UL_Max,Payload_DL_MByte,Available_PRB_DL_Sum,Cell_DL_TX_Seconds_Avg,PRB_Util_Rate_PDSCH_Avg,Efficiency_of_Used_Spectrum
7/22/2019 23:00,TABRIZ_LFDD,1250,100,220,100,100,99.88,99.94,99.86,12.63,31.86,6440728,6438635,0,2082,55741,1628,13193,31275,991,11279,0,178,24290,23157,6237497,6233982,29961,29926,6237497,6233982,6438635,6438238,6267458,6263908,0,2472,0,675,0,4,0.07,0.08,4384,5309,6254571,3841,1,0,535,0,189322,189180,4870,6428962,5.41,12862.57,2101.18,0,20975.08,2654.48,56.11,99.99,28.38,1108.03,37.16,1349.53,37.17,1338.71,5943053,5895464,5893074,4,1410424899,1060848277,762864993,179692216,137706518,114306819,1164023893,1987464702,100393484,542899266,162760284,5924492,122644314,115485913,100629988,5773101,1501130,1010076,4890040,4685033,7033832,14861470,45255219,98036311,174521274,219002758,292708705,321386707,289281345,300680345,256142866,146753698,141305713,186402110,4033020.9,417992.08,31.31,12.41,4.25,30.95,16291,3270,13476,11809,1847.67,1829.51,56381,38071.68,44.78,41.48,-88.05,-115.94,3.22527E+13,3.32776E+12,133121246,133129046,2523164,0,455895,0,99.86,221691,221690,221595,864440,864414,862979,812885,812866,811446,3,0,8,20,81835,81813,72,81781,102411,72,99.87,1300733,1300703,1299049,9192,6459254,43694,4493010,0,20022620952,0,1847.67,13476,1829.51,11809,3270,16291,286,285,281,19,19,19,0,0,0,0,47195,47192,47185,193,5,5,0,0,0,0,0,0,1837,8467,4376,121937,121933,120458,4194,1500,2016,4451012.98,0,0,5943053,5939609,282,10,81813,72,6175186,83769,0,0,4340,5880435,4690,5773083,3842,534,553397,4.84005E+12,8.56313E+11,0,93.15,60.22,7.05,98.28,98.28,100,100,1537667244,1253638560,11860137992,1.09345E+11,125507349,1579205783,380722794,880476393,3464989394,919268256,108790128,170225,1459142,3565209,1949460,613979,222844,66741,1293,0,0,0,0,2744272582,1579173806,31.31,98.28,12.41,98.28,7390.38,4802.4,9363.12,9790.59,971,1624070,18002,19172,349989,349983,349372,881463,879071,821979,818028,3535256855,3725623000,2299953,2293522,621622,620782,6902,10098,3318,0,6177,0,8,1292954,7401,2,2786,0,7390.38,4802.4,9363.12,9790.59,971,1624070,18002,19172,349989,349983,349372,881463,879071,821979,818028,3535256855,3725623000,2299953,2293522,621622,620782,7.65229E+12,378788863,99.46,12.41,31.31,98.28,98.28,2167982400,11735645743,11860137992,0,0,0,38062.14,1820249,16089,24090,21715,0,0,0,632787,1526730124,1526730125,1526730126,1526730127,1526730128,1526730129,1526730130,1526730131,1526730132,1526730104,1526730105,1526730106,1526730107,1526730108,1526730109,1526730110,1526730111,1526730112,0.72,2131194588,388860,388853,386712,0,0,0,2370,0,6166,6290667,1508071,44305345151,67078421586,30646.11,0.99,150.1,3.94,1.08128E+11,29496236407,8718479634,1179356,8751467,8754512,607325,607571,1780804,1780803,1780194,1780193,40927,48441,129625,292291,1683640,4291400,7436105,9818125,12507648,13565454,10697079,9153887,7121989,3528468,2381679,3415081,-94.3,-94.17,-69.4,-69.38,9362083,1780193,9358792,1780194,6579600,1467346,99.96,100,99.97,70.3,82.43,72.24,99.93,0,0,99.67,0.18,99.65,98.6,99.96,99.96,99.67,0.08,0.08,0.18,98.36,99.65,100,100,98.6,20201.98,26239.77,490928,490927,490164,993815,993806,982571,27,1176219402,100,98.6,100,98.36,397706,99.46,99.96,99.67,3701,99.94,99.84,99.87,99.65,0.18,0.08,0.08,54.11,59.65,1307,8.54,7.07,0,0,0,0,-27250,-27720,0,0,3600,341985,0,98.68,21.88,429.25,38071.68,57472788,0,0,0,1,1250,59.45,0,0,195395994,41467651,4003129,44347436,14308218,451,1411,218026388,344.23,99.98,0,0.35,1.38,99.91,93.48,286,285,281,19,19,19,0,0,20776.83,99.97,99.94,72.22,9.79,70.28,0.66,,,,-115.94,-88.05,4033020.9,122850,1537667.24,,
7/23/2019 23:00,TABRIZ_LFDD,1253,100,0,100,100,99.85,99.96,99.8,13.27,35.23,6456301,6453856,0,2433,48127,469,5876,23895,346,4907,0,150,24085,23393,6252426,6249733,22593,22559,6252426,6249733,6453856,6453467,6275019,6272292,0,2190,0,464,0,3,0.07,0.07,4340,5180,6263326,3948,3,0,378,4,184696,184590,4760,6445079,5.32,12137.03,1936.42,0,20469.49,2515.57,49.65,99.99,28.6,1189.37,37.54,1389.77,37.55,1389.29,5950649,5902494,5900549,3,1574358204,1131783189,775779997,212648943,152429322,120105409,1381807286,2122073813,101618493,634818472,180954141,5991752,147348361,128024139,106137341,6403769,1682943,1107371,5242905,4968475,8227969,18133859,54406655,115247751,196211671,245097137,320006544,342158578,300370281,304163300,254848710,143655752,132824023,164692720,4307944.37,436532.09,34.62,13.04,4.28,32,16716,3422.39,13861,11958,1958.3,1901,57458,39437.59,44.75,41.64,-87.85,-115.76,3.44536E+13,3.47619E+12,136058085,136063389,2494522,0,456195,0,99.83,242918,242918,242786,944338,944301,942489,892304,892275,890479,0,0,7,24,82253,82217,88,82196,103239,88,99.89,1117556,1117522,1116290,9409,6475387,44356,4510800,0,20875632221,0,1958.3,13861,1901,11958,3422.39,16716,295,293,289,22,22,21,0,0,0,0,47729,47724,47714,219,8,8,0,0,0,0,0,0,106,11124,2387,4867,4867,4812,2293,1887,92,4744476.46,0,0,5950649,5948027,67,11,82217,88,6196666,71000,0,0,4580,5894087,4615,5786001,3945,403,555752,4.92093E+12,8.74978E+11,0,93.35,59.85,7.65,98.28,98.28,100,100,1683167710,1381868575,13393563140,1.14887E+11,136004986,1658653689,440601846,1021346599,3346359260,1025744452,138699137,169674,1436974,3454546,1858169,590247,206801,59496,1085,0,0,0,0,3078395018,1776258773,34.62,98.28,13.04,98.28,8483.86,5450.42,9766.49,10155.59,993,1631447,18266,19484,290679,290662,290316,933892,931222,880364,875795,3956023513,4150263501,2222549,2217722,547826,547236,4918,8683,2837,0,5837,0,6,1107804,9428,1774,2353,0,8483.86,5450.42,9766.49,10155.59,993,1631447,18266,19484,290679,290662,290316,933892,931222,880364,875795,3956023513,4150263501,2222549,2217722,547826,547236,8.46079E+12,446687574,99.57,13.04,34.62,98.28,98.28,2182166320,13531928087,13393563140,0,0,0,39427.42,2015571,18484,44452,32492,0,0,0,625019,1526730124,1526730125,1526730126,1526730127,1526730128,1526730129,1526730130,1526730131,1526730132,1526730104,1526730105,1526730106,1526730107,1526730108,1526730109,1526730110,1526730111,1526730112,0.72,2433269561,12345,12345,12262,0,0,0,1459,0,6764,6075618,1307530,45754219001,68189996642,31665.93,1,167.74,4.02,1.2356E+11,30547075249,9457285187,2184294,8767097,8771269,593925,594249,1434430,1434431,1433817,1433818,47206,41206,126163,325067,1612483,4320090,7695542,10110413,12348527,13025008,10706116,8734684,6419358,3183841,2160265,2975646,-94.07,-93.97,-69.37,-69.37,9365518,1433818,9361022,1433817,6571891,1203224,99.95,100,99.96,70.2,83.92,72.03,99.93,0,0,99.88,0.03,99.32,98.63,99.97,99.97,99.88,0.1,0.1,0.03,97.79,99.32,100,95.45,98.63,18941.18,31953.67,261596,261596,261416,950054,950042,943376,30,1343305052,100,98.63,95.45,97.79,23793,99.57,99.97,99.88,21,99.5,100,99.48,99.32,0.03,0.1,0.1,55.35,60.87,1256,9.37,7.54,0,0,0,0,-27189,-27744,0,0,3600,342000,0,98.41,22.79,479.87,39437.59,66085040,0,0,0,1,1253,58.69,0,0,241498236,49209616,3763678,46819943,16321135,435,1469,229098954,318.47,99.98,0,0.35,1.38,99.91,93.25,295,293,289,22,22,21,0,0,19700.52,99.96,99.96,72,9.58,70.17,0.65,,,,-115.76,-87.85,4307944.37,123144.84,1683167.71,,
